Sex,Age,Breed,Number,Accommodation,Area,Ext,Obs,Shy,Calm,Afraid,Clever,Vigilant,Persevering,Affectionate,Friendly,Lonely,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm,length,origin,min_life_expectancy,max_life_expectancy,min_weight,max_weight,family_friendly,shedding,general_health,playfulness,children_friendly,grooming,intelligence,other_pets_friendly
1,2,47,1,1,0,1,1,3,3,3,5,5,5,5,5,3,3,4,3,3,4,4,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,5,3,0,1,1,1,4,1,5,3,3,4,5,3,3,5,3,3,3,3,0,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,2,47,1,2,1,1,1,1,2,4,5,3,4,2,3,5,4,3,3,4,2,5,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,11,47,5,1,0,1,1,5,5,5,3,5,3,3,1,5,2,2,5,3,5,3,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,0,47,1,3,1,1,1,4,4,5,3,4,4,4,3,3,3,2,1,3,3,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,2,3,1,1,1,1,2,1,5,5,5,3,5,5,2,5,1,3,3,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,1,3,1,1,1,4,3,4,4,4,4,4,4,5,1,3,3,3,3,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,1,0,2,1,1,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,1,3,1,1,1,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,4,0,0,1,1,2,2,1,3,4,3,5,1,3,1,3,1,1,4,4,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,11,47,2,3,1,1,1,2,4,2,5,4,4,5,5,1,1,3,1,2,2,4,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,11,47,2,0,0,1,1,1,2,2,5,5,4,5,4,1,3,5,4,4,4,5,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,2,47,2,0,0,1,1,5,2,4,5,2,4,4,4,1,3,3,4,4,5,5,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,3,0,2,1,1,3,4,4,4,4,1,5,3,1,1,1,3,3,4,1,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,2,0,2,1,1,2,2,2,4,4,3,5,1,3,1,3,5,3,5,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,11,47,2,3,2,1,1,1,1,1,5,5,5,4,3,2,1,2,1,5,4,4,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,11,47,2,3,2,1,1,1,4,1,5,4,3,4,4,1,1,5,5,3,4,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,11,47,1,3,1,1,1,1,4,1,4,4,4,3,1,4,3,4,4,3,3,1,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,0,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,1,3,2,1,1,3,2,2,2,2,2,2,2,1,1,2,2,3,3,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,0,47,1,3,1,1,1,2,4,1,5,4,4,3,3,4,1,3,1,3,3,4,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,2,47,2,0,1,1,1,5,5,2,5,3,3,4,3,3,1,3,1,1,1,1,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,2,47,2,0,1,1,1,1,3,1,5,5,3,5,5,2,1,1,1,1,3,1,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,11,47,1,0,2,1,1,4,5,2,4,5,4,5,5,2,1,1,1,1,5,2,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,2,47,5,1,1,1,1,4,2,1,3,4,3,2,2,4,1,4,4,4,3,4,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,1,0,2,1,1,3,4,4,4,3,2,4,2,3,1,1,2,2,4,3,2,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,0,47,1,0,1,1,1,1,1,3,4,3,3,2,1,2,3,1,3,3,3,2,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,2,47,1,3,1,1,1,1,3,4,4,3,4,3,4,4,3,4,4,3,3,4,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,3,0,1,1,1,5,5,3,5,5,4,5,3,4,1,1,2,1,3,3,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,2,2,1,1,1,1,2,2,2,2,3,1,5,2,1,4,2,4,4,3,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,1,3,1,1,1,4,5,3,5,5,5,5,2,2,1,2,3,2,4,2,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,1,3,1,1,1,5,4,3,5,5,4,4,4,2,1,1,3,2,4,2,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,1,3,1,1,1,2,4,2,3,3,3,4,4,2,1,3,2,1,3,2,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,5,3,0,1,1,1,2,1,5,5,5,5,5,2,1,3,1,3,5,3,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,1,2,1,1,1,1,4,1,5,4,3,4,3,2,2,2,1,2,3,3,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,2,47,2,0,0,1,1,4,4,5,4,5,5,2,2,4,1,1,1,3,4,2,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,0,47,1,0,1,1,1,4,4,4,4,4,2,4,2,4,1,1,1,1,4,2,1,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,11,47,1,1,0,1,1,1,4,4,4,4,4,4,4,4,1,1,4,4,4,4,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,2,1,2,1,1,3,2,2,5,5,5,5,2,4,1,5,4,2,4,2,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,1,1,1,1,1,1,2,2,5,4,4,3,5,3,3,5,5,4,3,4,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,1,0,0,1,1,5,5,3,5,5,4,2,3,5,1,5,4,1,3,1,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,2,1,0,1,1,5,5,5,5,4,3,5,2,5,2,2,2,2,4,4,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,4,0,0,1,1,4,4,3,5,4,3,5,3,4,1,1,1,1,3,1,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,2,47,3,0,1,1,1,4,4,4,5,5,5,5,5,2,1,3,1,1,4,4,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,5,2,2,1,1,1,2,1,5,5,5,5,5,1,3,4,4,4,5,2,0,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,11,47,1,1,2,1,1,5,4,5,4,4,3,5,4,5,1,3,4,4,3,5,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,11,47,5,1,0,1,1,3,4,2,4,4,4,5,4,4,1,5,3,2,4,1,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
0,6,47,2,1,0,1,1,2,4,3,4,4,4,4,5,2,2,2,2,4,4,2,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,0,47,2,3,1,1,1,1,3,3,5,5,4,4,5,1,1,1,1,1,4,2,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,2,47,2,3,1,1,1,5,2,4,5,5,5,2,1,5,1,2,4,3,5,2,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,47,4,1,2,1,1,2,4,1,3,4,3,4,4,2,1,3,3,4,3,3,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,11,47,4,1,1,1,1,1,1,1,5,5,5,5,5,1,1,4,1,1,1,5,3,1,1,13,5,10,16,7,14,4,3,4,4,3,3,4,3
1,6,48,2,1,1,1,1,3,3,3,4,4,4,4,3,3,2,3,2,3,3,3,2,1,1,1,3,8,12,8,12,4,1,3,4,5,4,4,3
1,6,49,2,3,1,1,1,2,4,2,4,4,4,3,3,3,1,1,1,3,4,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,3,1,1,1,4,3,4,4,4,2,4,1,2,1,1,1,1,3,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,1,0,0,1,1,2,4,4,5,3,3,5,5,3,1,3,2,3,2,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,11,49,5,0,2,1,1,2,4,2,5,5,4,5,5,2,1,1,1,3,4,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,1,0,1,1,4,4,3,3,5,5,5,5,3,1,1,3,3,5,5,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,1,0,1,1,3,5,1,3,4,4,4,3,5,1,5,4,1,4,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,3,1,0,1,1,1,5,2,5,2,2,5,4,1,1,4,1,1,5,2,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,4,1,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,1,0,1,1,3,4,3,4,4,4,5,4,3,1,1,1,2,2,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,0,0,1,1,2,4,2,3,4,1,4,4,4,1,4,3,1,5,1,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,1,1,1,1,2,2,3,2,2,2,3,3,2,3,3,3,3,2,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,3,1,0,1,1,2,5,2,5,4,4,5,5,2,2,5,2,3,3,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,11,49,5,1,0,1,1,1,4,1,5,3,5,5,5,2,1,4,1,1,4,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,2,3,2,1,1,1,4,1,4,2,2,2,4,1,1,4,1,4,1,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,1,1,0,1,1,4,5,3,5,4,4,5,5,2,1,2,3,1,5,2,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,3,1,0,1,1,4,5,2,4,4,2,4,2,4,1,1,1,1,4,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,1,0,1,1,2,5,3,5,5,5,5,3,1,1,1,1,1,5,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,5,1,0,1,1,1,4,2,4,4,4,5,4,2,1,1,1,1,4,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,5,1,0,1,1,5,5,2,4,5,2,1,1,5,1,1,1,1,5,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,5,1,0,1,1,2,5,2,4,4,4,4,4,4,1,1,1,1,4,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,11,49,2,0,2,1,1,1,5,2,5,4,5,5,5,1,1,1,2,1,4,1,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,11,49,2,1,0,1,1,2,5,4,3,3,3,2,4,5,1,1,2,1,5,1,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,1,0,2,1,1,2,3,1,5,4,4,5,4,1,2,3,1,3,3,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,1,1,0,1,1,1,4,1,3,3,2,4,4,4,1,1,1,1,3,2,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,0,1,1,1,3,5,2,4,5,4,4,4,3,1,4,3,1,3,4,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,0,0,1,1,4,4,4,4,4,4,5,3,4,1,3,1,3,4,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,1,0,1,1,4,2,2,4,4,4,4,1,3,2,3,3,3,3,3,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,1,0,1,1,4,5,3,5,5,3,5,3,4,1,2,2,1,4,5,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,2,3,1,1,1,3,4,2,4,4,2,5,4,1,1,2,1,1,3,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,3,1,1,1,1,4,3,4,3,5,5,5,3,1,3,4,1,4,4,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,1,0,2,1,1,4,5,2,5,5,3,5,4,2,1,1,1,1,5,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,3,1,0,1,1,1,2,1,5,3,5,4,2,1,1,1,1,1,2,1,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,1,3,1,1,1,1,3,1,4,4,4,4,4,1,1,3,1,1,3,4,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,3,1,0,1,1,1,5,3,4,4,5,5,5,4,3,2,2,2,3,3,3,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,2,1,1,1,4,5,4,4,4,4,3,1,5,1,3,1,3,4,3,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,0,2,1,1,2,4,2,4,4,4,1,1,5,2,4,4,4,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,1,3,0,1,1,3,3,2,4,4,4,3,3,4,2,2,1,2,2,1,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,5,1,0,1,1,1,5,3,4,4,4,4,3,4,1,3,3,2,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,1,0,1,1,1,4,4,5,3,3,4,4,4,4,3,4,3,3,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,2,2,1,1,1,5,5,5,3,5,5,5,1,5,1,1,1,1,1,1,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,2,1,1,1,2,5,2,5,3,3,5,4,2,1,3,1,3,4,5,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,11,49,1,0,0,1,1,4,5,1,4,4,3,5,3,4,1,5,5,1,2,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,0,1,1,1,1,5,1,5,5,5,5,5,1,1,2,5,4,5,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,1,2,1,1,4,4,3,5,5,5,4,4,3,4,4,4,2,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,0,2,1,1,1,2,4,5,3,5,5,5,4,4,4,5,5,4,5,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,5,3,1,1,1,1,1,1,1,1,1,1,5,4,1,3,1,3,4,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,3,1,1,1,5,5,3,5,5,4,4,4,4,1,1,3,1,5,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,3,0,1,1,1,1,2,1,5,5,2,4,5,1,2,1,1,5,1,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,3,0,1,1,1,5,4,5,2,4,2,4,2,2,2,3,3,2,1,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,1,2,1,1,1,3,2,5,5,4,2,4,2,3,1,1,4,1,4,4,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,1,1,1,1,1,2,5,1,4,4,3,5,4,4,1,1,1,1,3,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,5,1,0,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,2,0,1,1,1,4,4,3,4,5,3,5,3,2,1,4,5,3,3,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,1,1,0,1,1,1,4,3,4,3,3,5,3,2,2,2,3,4,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,1,0,1,1,1,5,5,1,5,5,5,5,4,5,1,1,4,1,1,5,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,11,49,1,3,1,1,1,3,4,3,5,5,5,5,5,3,1,2,3,3,4,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,1,2,1,1,2,4,2,5,4,5,5,5,2,2,2,1,1,5,5,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,2,0,1,1,1,2,5,2,4,2,3,4,5,2,1,2,1,3,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,1,0,1,1,4,4,1,5,5,5,2,2,2,1,4,2,2,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,0,0,1,1,3,2,4,5,5,4,5,4,3,1,1,4,2,2,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,1,1,0,1,1,4,4,3,5,4,4,5,4,2,1,2,3,1,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,3,3,2,1,1,4,5,1,5,5,5,5,2,1,1,3,1,1,3,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,4,0,2,1,1,2,3,2,5,3,4,3,4,2,2,4,2,3,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,4,0,2,1,1,2,4,3,3,4,2,5,4,2,3,2,2,4,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,4,0,2,1,1,1,2,1,4,4,3,4,4,2,1,2,1,2,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,11,49,1,0,0,1,1,4,4,2,5,5,4,4,5,2,2,2,2,2,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,11,49,1,3,1,1,1,1,5,1,4,4,3,5,5,1,1,2,4,3,5,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,1,3,2,1,1,5,4,4,5,4,4,5,1,3,1,3,3,1,1,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,1,1,1,1,1,1,5,3,4,4,3,5,4,1,1,1,1,1,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,0,1,1,1,1,3,2,4,4,5,5,5,1,1,5,5,5,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,3,3,2,1,1,4,4,4,5,5,4,5,2,3,1,3,1,2,4,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,11,49,2,0,0,1,1,4,4,3,4,4,4,4,3,2,1,1,3,3,4,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,3,3,2,1,1,4,4,2,4,4,4,4,4,1,1,1,1,1,3,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,11,49,2,1,1,1,1,5,5,4,4,2,2,2,1,5,5,1,2,1,4,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,1,0,2,1,1,1,4,1,4,2,4,3,4,4,4,1,1,1,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,2,1,1,1,3,3,3,5,5,5,3,4,4,1,1,1,1,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,4,0,2,1,1,5,5,1,5,2,1,5,5,4,1,5,1,1,1,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,1,2,1,1,1,3,3,2,3,3,3,4,4,1,1,2,1,1,3,3,0,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,2,0,2,1,1,3,4,2,3,4,3,2,2,4,2,2,2,2,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,3,1,1,1,4,3,4,4,3,4,4,1,3,1,1,2,2,3,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,4,0,0,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,1,0,2,1,1,2,2,1,2,2,2,2,3,2,1,1,1,1,3,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,2,1,2,1,1,4,5,3,5,4,5,4,4,2,1,1,1,1,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,1,1,1,1,2,3,2,2,3,2,1,4,2,2,2,3,4,3,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,0,0,1,1,2,5,3,4,5,3,4,5,3,2,5,4,3,4,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,11,49,4,1,0,1,1,4,5,4,5,4,5,5,4,2,2,2,2,1,4,5,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,2,1,1,1,2,4,3,5,4,4,4,3,1,2,3,3,2,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,2,0,0,1,1,1,4,2,4,4,3,4,5,1,1,1,1,1,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,0,0,1,1,5,5,4,5,5,3,5,2,4,1,5,5,4,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,0,0,1,1,5,5,5,4,5,5,5,5,4,1,1,1,1,5,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,0,1,1,1,2,5,2,5,3,3,5,4,1,1,4,3,2,4,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,1,0,2,1,1,2,5,3,4,4,2,5,5,5,1,5,3,3,4,1,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,4,0,2,1,1,4,5,2,5,4,4,5,4,2,1,3,2,1,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,3,2,1,1,2,4,3,3,5,5,5,3,4,3,4,3,4,4,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,4,0,1,1,1,3,4,3,4,4,2,4,4,4,1,1,2,1,1,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,3,3,2,1,1,2,3,1,3,2,3,3,2,1,1,1,1,2,1,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,1,1,0,1,1,1,4,5,5,4,3,4,5,3,1,1,3,1,4,5,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,0,2,1,1,1,5,1,4,2,4,5,5,1,1,1,1,1,2,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,11,49,2,0,2,1,1,2,5,3,4,2,1,3,2,4,1,1,1,1,5,3,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,2,49,2,1,0,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,1,2,1,1,1,2,4,1,5,5,3,5,3,1,1,1,2,1,5,4,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,0,0,1,1,4,4,3,3,5,3,2,2,4,1,1,3,2,4,2,2,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,3,2,1,1,3,5,2,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,5,1,0,1,1,1,5,1,5,5,5,5,5,1,1,1,1,1,5,1,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,3,1,1,1,1,4,3,4,1,3,5,5,3,1,1,3,1,4,4,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,1,3,2,1,1,3,5,3,4,4,5,4,3,5,1,1,3,3,3,4,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,0,49,1,1,1,1,1,1,3,1,4,2,1,3,4,1,1,3,1,1,1,5,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,3,1,1,1,2,4,2,4,4,4,5,4,3,2,3,3,4,4,4,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,0,1,1,1,1,5,1,5,3,5,5,5,1,1,1,1,1,1,5,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,1,3,0,1,1,4,4,5,4,2,1,4,4,4,1,3,1,1,4,5,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,0,49,1,3,2,1,1,4,4,3,4,3,4,4,4,2,1,3,3,2,4,2,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,2,3,0,1,1,2,4,2,5,4,4,4,4,3,3,3,2,2,3,2,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,11,49,1,3,1,1,1,2,5,3,5,5,4,5,2,4,1,1,1,1,3,4,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,2,49,2,0,2,1,1,3,5,3,5,5,2,4,4,3,1,3,2,1,2,2,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,3,1,1,1,2,4,2,3,3,1,4,4,1,1,1,1,1,4,4,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,1,3,1,1,1,4,4,3,4,3,4,4,1,3,1,1,1,1,1,4,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,6,49,1,2,1,1,1,3,4,3,3,3,3,5,3,2,1,3,3,3,5,4,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
0,11,49,4,0,0,1,1,2,4,1,4,3,3,4,4,4,2,5,3,4,2,2,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
1,6,49,2,0,2,1,1,3,4,4,2,3,3,4,4,1,2,1,2,3,3,2,1,1,1,5,10,9,13,8,12,4,2,3,4,4,3,4,3
